REGION, INSTITUTION NAME, INSTITUTION TYPE, PROVINCE, MUNICIPALITY/CITY, WEBSITE ADDRESS, FAX/TELEPHONE NO.
05 - Bicol Region,Luis H. Dilanco Sr. Foundation College,Private,Camarines Sur,Libmanan,,(054) 511-9155; (054) 299-2224; 0920-9247527,
05 - Bicol Region,Regina Mondi College,Private,Camarines Sur,Iriga City,,(054) 299-1498,
05 - Bicol Region,Siena College-Tigaon,Private,Camarines Sur,Tigaon,,(054) 881-9497; (054) 881-9484,
05 - Bicol Region,Balud Municipal College,LUC,Masbate,Balud,,0950-4909687,
05 - Bicol Region,Camarines Norte State College-Entienza Campus,SUC Satellite,Camarines Norte,Sta. Elena,http://www.cnsc.edu.ph,(054) 721-4545; 0998-9977225,
05 - Bicol Region,Estenias Science Foundation School,Private,Sorsogon,Casiguran,,,
05 - Bicol Region,Our Lady of the Most Holy Trinity College Seminary,Private,Camarines Sur,Naga City,http://www.soltfiat.org,(054) 228-0836; 0937-3708960; 0908-1452344; 0916-2660093,
05 - Bicol Region,Christian Polytechnic Institute of Catanduanes,Private,Catanduanes,Virac,,(052) 811-4230; 0908-5993342,
05 - Bicol Region,Community College of Manito,LUC,Albay,Manito,,0966-3966746,
05 - Bicol Region,Forbes College,Private,Albay,Legazpi City,http://www.forbes.edu.com,(052) 742-0317; 0917-6763025,
05 - Bicol Region,Bicol University Gubat Campus,SUC Satellite,Sorsogon,Gubat,bicol-u.edu.ph,(056) 311-1145,
05 - Bicol Region,Shepherdville College,Private,Camarines Sur,Tigaon,,(054) 884-9536; 0920-9497039,
05 - Bicol Region,ACLC College of Daet,Private,Camarines Norte,Daet,http://www.aclc.edu.ph,(054) 605-0143,
05 - Bicol Region,ACLC College of Sorsogon,Private,Sorsogon,Sorsogon City,,(056) 255-0848; 421-5233; 0917-8784770,
05 - Bicol Region,STI College-Naga City,Private,Camarines Sur,Naga City,http://www.sti.edu,(054) 473-4557; (054) 473-4557 local 122,
05 - Bicol Region,Infotech Development Systems Colleges,Private,Albay,Ligao City,,(052) 202-0020; (052) 431-0473,
05 - Bicol Region,Southern Luzon Technological College Foundation-Pilar,Private,Sorsogon,Pilar,,(052) 480-8939,
05 - Bicol Region,Southern Luzon Technological College Foundation-Pioduran,Private,Albay,Pioduran,http://www.sltcfpdi.com.educ,0908-6760717,
05 - Bicol Region,Philippine Computer Foundation College-Pili,Private,Camarines Sur,Pili,http://www.pcfc.edu.ph,(054) 205-1005; 0999-8880672,
05 - Bicol Region,Central Bicol State University of Agriculture-Pasacao,SUC Satellite,Camarines Sur,Pasacao,web@cbsua.edu.ph,(054) 513-9519,
05 - Bicol Region,Belen B. Francisco Foundation-Albay,Private,Albay,Daraga,,(052) 431-0347,
05 - Bicol Region,Camarines Norte College of Arts and Business,Private,Camarines Norte,Labo,,0906-4242618,
05 - Bicol Region,ACLC College of Iriga City,Private,Camarines Sur,Iriga City,,(054) 299-5884; (054) 456-0400,
05 - Bicol Region,Computer Arts and Technological College-Polangui Campus,Private,Albay,Polangui,,(052) 486-2088; (052) 480-1645,
05 - Bicol Region,Computer Arts and Technological College-Ligao City,Private,Albay,Ligao City,,0920-5091210; (052) 480-1645,
05 - Bicol Region,Mountview College,Private,Camarines Sur,Naga City,,(054) 205-0242; (054) 473-2250,
05 - Bicol Region,Aroroy Municipal College,LUC,Masbate,Aroroy,http://www.aroroy.masbate.gov.ph,0930-8012798,
05 - Bicol Region,Computer Systems Institute,Private,Albay,Legazpi City,,(052) 481-1534; (052) 742-1570,
05 - Bicol Region,SPJ International Technology Institute,Private,Camarines Sur,Tinambac,,(054) 881-6476; 0929-6153677,
05 - Bicol Region,Cataingan Polytechnic Institute,Private,Masbate,Cataingan,,0950-4904969,
05 - Bicol Region,Masbate Polytechnic and Development College,Private,Masbate,Baleno,,,
05 - Bicol Region,Donsol Community College,LUC,Sorsogon,Donsol,,0908-8810401,
05 - Bicol Region,San Pascual Polytechnic College,LUC,Masbate,San Pascual,,0998-5364877,
05 - Bicol Region,Masbate Central Technical Institute,Private,Masbate,Masbate City,,0912-8637491,
05 - Bicol Region,Camarines Norte State College-Abaño Campus,SUC Satellite,Camarines Norte,Daet,,,
05 - Bicol Region,Bicol Training and Technological College,Private,Albay,Bacacay,,0919-477-6752,
05 - Bicol Region,St. Francis Carraciolo Culinary Academy,Private,Camarines Norte,Vinzons,http://www.caraccioloculinary.com or http://www.facebook.com/caraccioloculinary,,
05 - Bicol Region,Governor Mariano E. Villafuerte Community College-Garchitorena,LUC,Camarines Sur,Garchitorena,,0918-7657310; 0909-5462215,
05 - Bicol Region,Governor Mariano E. Villafuerte Community College-Libmanan,LUC,Camarines Sur,Libmanan,,0907-0137731; 0928-6662115; 0927-5673031,
05 - Bicol Region,Governor Mariano E. Villafuerte Community College-Siruma,LUC,Camarines Sur,Siruma,,0919-2157175; 0949-4419757,
05 - Bicol Region,BST Grace College,Private,Camarines Sur,San Fernando,,(054) 207-3624; (054) 472-5276,
05 - Bicol Region,Governor Mariano E. Villafuerte Community College-Tinambac,LUC,Camarines Sur,Tinambac,,,
05 - Bicol Region,Sta. Elena Institute of Science and Technology,Private,Camarines Norte,Sta. Elena,,,
05 - Bicol Region,Lyceum of St. Dominic,Private,CAMARINES NORTE,STA ELENA,lyceumlsdi@gmail.com,9496923641,
05 - Bicol Region,Northills College of Asia (NCA),Private,Camarines Norte,Labo,northills2009@gmail.com / goldprince.mine@yahoo.com / Northills Northills,0918-205-0673/ 0950-152-0898,
05 - Bicol Region,King Thomas Learning Academy,Private,CAMARINES SUR,SIPOCOT,registrar@ktla.online / kingthomaslearningacademy.com,9519290454 / 9190022050,
05 - Bicol Region,Buhi St. Joseph Academy,Private,Camarines Sur,Buhi,,,
05 - Bicol Region,Polytechnic University of the Philippines-Ragay,SUC Satellite,Camarines Sur,Ragay,http://www.pup.edu.ph,(054) 714-1074,
05 - Bicol Region,Goa Community College,LUC,Camarines Sur,Goa,,,
05 - Bicol Region,MRDA Academic Center,Private,Camarines Sur,Calabanga,,,
05 - Bicol Region,Nazareth Institute of Alfonso,Private,Masbate,Batuan,,,
05 - Bicol Region,Camo Integrated School,Private,Camarines Sur,Pili,,,
06 - Western Visayas,Aklan Catholic College,Private,Aklan,Kalibo,http://www.acc.edu.ph,(036) 268-4152; (036) 268-3387; (036) 268-4497; (036) 268-9171; (036) 268-4010; (036) 268-9171,
06 - Western Visayas,Aklan State University-New Washington,SUC Satellite,Aklan,New Washington,newwashington.asu.edu.ph,(036) 264-3567,
06 - Western Visayas,Aklan Polytechnic College,Private,Aklan,Kalibo,,(036) 262-5751; (036) 262-3202; (036) 262-3203,
06 - Western Visayas,Aklan State University-Banga Campus,SUC Main,Aklan,Banga,http://www.asu.edu.ph,(036) 267-5801,
06 - Western Visayas,University of Antique - Hamtic,SUC Satellite,Antique,Hamtic,http://www.antiquespride.edu.ph,(036) 543-8161; 0915-7704140,
06 - Western Visayas,ACSI College Iloilo,Private,Iloilo,Iloilo City,,(033) 509-9160,
06 - Western Visayas,Bago City College,LUC,Negros Occidental,Bago City,http://www.bagocitycollege.com,(034) 461-1962; (034) 461- 0546; (034) 461-1363; (034) 461-1038,
06 - Western Visayas,Northern Iloilo State University-Batad Campus,SUC Satellite,Iloilo,Batad,,(033) 396-0900,
06 - Western Visayas,Binalbagan Catholic College,Private,Negros Occidental,Binalbagan,,(034) 388-8383; (034) 388-8927,
06 - Western Visayas,Cabalum Western College,Private,Iloilo,Iloilo City,http://www.cabalumwesterncollege.com,(033) 337-2230; (033) 337-2536; (033) 509-7459; (033) 337-2536 loc 109,
06 - Western Visayas,Cabarrus Catholic College,Private,Negros Occidental,Sipalay City,,(034) 213-0928,
06 - Western Visayas,West Visayas State University-Calinog Campus,SUC Satellite,Iloilo,Calinog,http://www.wvsu.edu.ph,033-1634; 033-0210; 033-0924,
06 - Western Visayas,Capiz State University-Main,SUC Main,Capiz,Roxas City,http://www.capsu.edu.ph,(036) 621-3514; (036) 621-4337; (036) 621-4311,
06 - Western Visayas,Carlos Hilado Memorial State University-Bacolod Campus,SUC Satellite,Negros Occidental,Bacolod City,http://www.chmsc.edu.ph,(034) 433-4611; (034) 707-1563,
06 - Western Visayas,Carlos Hilado Memorial State University-Main,SUC Main,Negros Occidental,Talisay City,http://www.chmsc.edu.ph,(034) 495-4064; (034) 495-4657; (034) 495-5389,
06 - Western Visayas,Central Philippine Adventist College,Private,Negros Occidental,Murcia,http://www.cpac.edu.ph,(034) 704-1800; (034) 704-2201-02,
06 - Western Visayas,Central Philippine University,Private,Iloilo,Iloilo City,http://www.cpu.edu.ph,(033) 329-1971 to 1979 (033) 320-3824; (033) 320-3685; (033) 320-3686,
06 - Western Visayas,Colegio de la Purisima Concepcion,Private,Capiz,Roxas City,http://www.purisima.edu.ph,(036) 621-1882; (036) 621-1221; (036) 621-4192; (036) 621-0286; (036) 621-4192; (036) 522-9730,
06 - Western Visayas,Colegio San Agustin-Bacolod,Private,Negros Occidental,Bacolod City,http://www.csab.edu.ph,(034) 433-9187; (034) 433-1248,
06 - Western Visayas,Colegio de San Jose-Jaro,Private,Iloilo,Iloilo City,http://csj.dcphilippines.org,(033) 329-1595; (033) 329-4151; (033) 320-4605; (033) 329-6629,
06 - Western Visayas,Colegio De Santa Rita De San Carlos,Private,Negros Occidental,San Carlos City,,(034) 312-6824; (034) 312-6212,
06 - Western Visayas,Colegio del Sagrado Corazon de Jesus,Private,Iloilo,Iloilo City,http://www.cscj.edu.ph,(033) 337-4654; (033) 336-9408,
06 - Western Visayas,Northern Iloilo State University-Concepcion Campus,SUC Satellite,Iloilo,Concepcion,http://www.nipsc.edu.ph,(033) 392-0260,
06 - Western Visayas,Vicente A. Javier Memorial Community College,LUC,Antique,Culasi,,(036) 277-8660; (036) 277-8667,
06 - Western Visayas,Iloilo State College of Fisheries-Dingle Campus,SUC Satellite,Iloilo,Dingle,http://www.iscof.edu.ph,(033) 528-3043,
06 - Western Visayas,Iloilo State college of Fisheries-Dumangas Campus,SUC Satellite,Iloilo,Dumangas,http://www.iscof.edu.ph,(033) 361-2369,
06 - Western Visayas,Fellowship Baptist College Of Kabankalan,Private,Negros Occidental,Kabankalan City,info.fbc.edu.ph,(034) 471-2167; (034) 471-2156,
06 - Western Visayas,Filamer Christian University,Private,Capiz,Roxas City,http://www.filamer.edu.ph,(036) 621-3075; (036) 621-0471 local 101,
06 - Western Visayas,Garcia College of Technology,Private,Aklan,Kalibo,,(036) 268-5131,
06 - Western Visayas,Guimaras State College-Main,SUC Main,Guimaras,Buenavista,www1@gsc.edu.ph,(033) 580-8244; (033) 580-8245; (033) 580-8246,
06 - Western Visayas,Guimaras State College-Mosqueda,SUC Satellite,Guimaras,Jordan,,(033) 581-5505,
06 - Western Visayas,Iloilo Doctors' College,Private,Iloilo,Iloilo City,http://www.idc.edu.ph,(033) 337-9122; (033) 337-2921; (033) 336-0775,
06 - Western Visayas,Iloilo Doctors' College of Medicine,Private,Iloilo,Iloilo City,http://www.idcmedicine.com,(033) 336-9550,
06 - Western Visayas,Iloilo State College of Fisheries-Main,SUC Main,Iloilo,Barotac Nuevo,http://www.iscof.edu.ph,(033) 361-2369,
06 - Western Visayas,Northern Negros State College of Science and Technology,SUC Main,Negros Occidental,Sagay City,http://www.nonescost.edu.ph,(034) 722-4120,
06 - Western Visayas,Northern Negros State College of Science and Technology-Escalante,SUC Satellite,Negros Occidental,Escalante City,http://www.nonescost.edu.com,(034) 722-4120,
06 - Western Visayas,Northern Negros State College of Science and Technology-Calatrava,SUC Satellite,Negros Occidental,Calatrava,http://www.nonescost.edu.com,(034) 722-4120,
06 - Western Visayas,John B. Lacson Colleges Foundation-Bacolod,Private,Negros Occidental,Bacolod City,http://www.jblfmu.edu.ph,(034) 434-8630; (034) 707-7749,
06 - Western Visayas,John B. Lacson Foundation Maritime University-Molo,Private,Iloilo,Iloilo City,http://www.jblfmu.edu.ph/,(033) 323-3261; (033) 336-5449,
06 - Western Visayas,John B. Lacson Foundation Maritime University-Arevalo,Private,Iloilo,Iloilo City,http://www.arevalo.jblfmu.edu.ph,(033) 336-1080,
06 - Western Visayas,Kabankalan Catholic College,Private,Negros Occidental,Kabankalan City,kcc.edu.ph,(034) 4712-479; (034) 4712-876 loc 103; (034) 4712-462,
06 - Western Visayas,La Carlota City College,LUC,Negros Occidental,La Carlota City,http://www.lacarlotacitycollege.edu.ph,(034) 460-2303,
06 - Western Visayas,La Consolacion College-Bacolod,Private,Negros Occidental,Bacolod City,http://www.lcc.edu.ph,(034) 434-9661 to 63; (034) 433-5190; (034) 433-1472,
06 - Western Visayas,La Consolacion College-Isabela,Private,Negros Occidental,Isabela,,(034) 387-2146; (034) 387-2481,
06 - Western Visayas,West Visayas State University-Lambunao Campus,SUC Satellite,Iloilo,Lambunao,http://www.wvsu.edu.ph,(033) 533-8053; (033) 533-8132,
06 - Western Visayas,Iloilo Science and Technology University-Leon Campus,SUC Satellite,Iloilo,Leon,lnca.edu.ph,(033) 331-0040; (033) 331-0179,
06 - Western Visayas,Mount Carmel College,Private,Negros Occidental,Escalante City,,(034) 454-0213; (034) 454-0211,
06 - Western Visayas,St. Therese-MTC Colleges-Tigbauan,Private,Iloilo,Tigbauan,,(033) 511-8679,
06 - Western Visayas,Central Philippines State University-Main Campus,SUC Main,Negros Occidental,Kabankalan City,http://www.cpsu.edu.ph,(034) 471-3425; 09173015565; 09173017060,
06 - Western Visayas,Carlos Hilado Memorial State Universit -College of Fisheries-Binalbagan,SUC Satellite,Negros Occidental,Binalbagan,http://www.chmsc.edu.ph,(034) 388-8562; (034) 388-8621,
06 - Western Visayas,Northern Iloilo State University-Barotac Viejo Campus,SUC Satellite,Iloilo,Barotac Viejo,http://www.nipsc.gov.ph,(033) 397-0314; (033) 397-0315,
06 - Western Visayas,North Negros College,Private,Negros Occidental,Cadiz City,http://www.nncollege.com,(034) 493-1178,
06 - Western Visayas,Northern Iloilo State University-Estancia Iloilo,SUC Main,Iloilo,Estancia,http://www.nipsc.edu.ph,(033) 397-0315; (033) 397-0314,
06 - Western Visayas,Northwestern Visayan Colleges,Private,Aklan,Kalibo,http://www.nvc.edu.ph,(036) 262-3439,
06 - Western Visayas,Capiz State University-Burias Campus,SUC Satellite,Capiz,Roxas City,http://www.capsu.edu.ph,(036) 6213-514; (036) 6214-337; (036) 6214-311,
06 - Western Visayas,Philippine Normal University-Cadiz,SUC Satellite,Negros Occidental,Cadiz City,http://www.pnu.edu.ph,(034) 493-0126; (034) 493-0265,
06 - Western Visayas,University of Antique - Main,SUC Main,Antique,Sibalom,http://www.antiquesprode.edu.ph,(034) 493-0126; (034) 493-0265,
06 - Western Visayas,West Visayas State University-Pototan Campus,SUC Satellite,Iloilo,Pototan,http://www.wvsu.edu.ph,(033) 529-7227; (033) 529-8716; (033) 320-0870 Loc. 104,
06 - Western Visayas,Capiz State University-Pontevedra Campus,SUC Satellite,Capiz,Pontevedra,http://www.capsu.edu.ph,(036) 621-3514; (036) 621-4337; (036) 621-4311,
06 - Western Visayas,Riverside College,Private,Negros Occidental,Bacolod City,http://www.riverside.edu.ph,(034) 705-0000; (034) 434-5243,
06 - Western Visayas,Aklan State University-Kalibo Campus,SUC Satellite,Aklan,Kalibo,kalibo.asu.edu.ph,(036) 268-5321; (036) 268-3042,
06 - Western Visayas,St. Anthony College of Roxas City,Private,Capiz,Roxas City,http://www.sachri.edu.ph,(036) 621-0431; (036) 621-4185,
06 - Western Visayas,Saint Anthony's College-Antique,Private,Antique,San Jose de Buenavista,http://www.sac.edu.ph,(036) 634-0144,
06 - Western Visayas,Saint Gabriel College,Private,Aklan,Kalibo,,(036) 268-9055; (036) 268-9317; (036) 268-4454,
06 - Western Visayas,St. Paul University of Iloilo,Private,Iloilo,Iloilo City,http://www.spuiloilo.edu.ph,(033) 336-3648 (033) 336-5619; (033) 336-5619,
06 - Western Visayas,St. Vincent Ferrer Seminary,Private,Iloilo,Iloilo City,,(033) 329-4734; (033) 320-6515; (033) 329-1647,
06 - Western Visayas,Iloilo State College of Fisheries-San Enrique Campus,SUC Satellite,Iloilo,San Enrique,http://www.iscof.edu.ph,(033) 361-2369,
06 - Western Visayas,Sancta Maria Mater et Regina Seminarium,Private,Capiz,Roxas City,,(036) 520-3014; (036) 520-3018,
06 - Western Visayas,Silay Institute,Private,Negros Occidental,Silay City,http://www.silayinstitute.edu.ph,(034) 495-6390; (034) 714-9341,
06 - Western Visayas,Iloilo Science and Technology University-Miagao Campus,SUC Satellite,Iloilo,Miagao,http://www.sipc.edu.ph,(033) 315-9677; (033) 315-8164,
06 - Western Visayas,Santo Niño Seminary,Private,Aklan,Numancia,,(036) 265-4448 loc 11; (036) 265-4448 loc 11,
06 - Western Visayas,University of Antique - Tario Lim Antique School of Fisheries,SUC Satellite,Antique,Tibiao,http://www.antiquespride.edu.ph,,
06 - Western Visayas,Technological University of the Philippines-Visayas,SUC Satellite,Negros Occidental,Talisay City,http://www.tup.edu.ph,(02) 301-3001; 521-4063; 523-2293,
06 - Western Visayas,University of Iloilo,Private,Iloilo,Iloilo City,http://www.ui.phinma.edu.ph,(033) 338-1071; (033) 337-3743; (033) 335-0132,
06 - Western Visayas,University of Negros Occidental-Recoletos,Private,Negros Occidental,Bacolod City,http://www.uno-r@edu.ph.,(034) 433-1709; (034) 433-2449,
06 - Western Visayas,University of Saint La Salle,Private,Negros Occidental,Bacolod City,http://www.usls.edu.ph,(034) 433-6899; (034) 435-2582,
06 - Western Visayas,University of San Agustin,Private,Iloilo,Iloilo City,http://www.usa.edu.ph,(033) 337-4841 to 44; (033) 337-4403,
06 - Western Visayas,University of The Philippines-Visayas,SUC Satellite,Iloilo,Miagao,http://www.upv.edu.ph,(033) 338-1535; (033) 338-1534; (033) 315-9378; (033) 508-4164 to 65,
06 - Western Visayas,Northern Iloilo State University-Sara Campus,SUC Satellite,Iloilo,Sara,,(033) 338-1535; (033) 338-1534,
06 - Western Visayas,VMA Global College,Private,Negros Occidental,Bacolod City,http://www.vma.edu.ph,(034) 444-2565; (034) 444-1090; (034) 444-1092,
06 - Western Visayas,STI West Negros University,Private,Negros Occidental,Bacolod City,http://www.sti.edu.ph,(034) 433-3688; (034) 434-4561,
06 - Western Visayas,West Visayas State University-Main,SUC Main,Iloilo,Iloilo City,http://www.wvsu.edu.ph,(033) 320-0870 to77; (033) 320-0879; (033) 320-7793,
06 - Western Visayas,Western Institute of Technology,Private,Iloilo,Iloilo City,http://www.wit.edu.ph,(033) 320-1475; (033) 320-0902; (033) 320-9767; (033) 320-9853; (033) 320-1484; (033) 320-0259; (033) 508-7151,
06 - Western Visayas,Iloilo Science and Technology University-Main,SUC Main,Iloilo,Iloilo City,http://www.wvcst.edu.ph,(033) 320-7190 loc 102; (033) 329-4274,
06 - Western Visayas,West Visayas State University-Janiuay Campus,SUC Satellite,Iloilo,Janiuay,wvsu.edu.ph,(033) 317-1121; (033) 317-1894,
06 - Western Visayas,Northern Iloilo State University-Lemery Campus,SUC Satellite,Iloilo,Lemery,nipsc_lemery@comyr.com,0927-7721791,
06 - Western Visayas,Iloilo State College of Fisheries-Barotac Nuevo Campus,SUC Satellite,Iloilo,Barotac Nuevo,http://www.iscof.edu.ph,(033) 361-2369,
06 - Western Visayas,Northern Iloilo State University-Ajuy Campus,SUC Satellite,Iloilo,Ajuy,,(033) 392-0401; 0928-348-4240,
06 - Western Visayas,Capiz State University-Sigma Campus,SUC Satellite,Capiz,Sigma,http://www.capsu.edu.ph,(036) 621-3514; (036) 621-4337; (036) 621-4311,
06 - Western Visayas,Aklan State University-Ibajay Campus,SUC Satellite,Aklan,Ibajay,http://www.ibajay.asu.edu.ph,(036) 289-2181,
06 - Western Visayas,Aklan State University-Makato,SUC Satellite,Aklan,Makato,http://www.asu.edu.ph,(036) 272-3923,
